epoch,loss,val_loss
0,13.692305507659912,10.057649612426758
1,8.746779732704162,7.476498460769653
2,7.857607645988464,7.614539527893067
3,7.467011361122132,7.698763036727906
4,7.426107301712036,7.690230655670166
5,7.429795656204224,7.075028657913208
6,7.377978143692016,7.413473320007324
7,7.372762103080749,7.333780193328858
8,7.430013794898986,7.376094341278076
9,7.381702160835266,7.056205797195434
10,7.432799434661865,7.3403486728668215
11,7.406747937202454,7.145679044723511
12,7.409815635681152,7.225040578842163
13,7.40466465473175,7.421347332000733
14,7.2867095041275025,7.322217607498169
15,7.311809411048889,7.517019653320313
16,7.385065279006958,7.0523293018341064
17,7.3656983566284175,7.113927221298217
18,7.279134140014649,7.432650709152222
19,7.372749719619751,7.335766172409057
20,7.38753897190094,7.47847809791565
21,7.225961465835571,7.321087455749511
22,7.299948058128357,7.3033229351043705
23,7.315751090049743,7.3465465068817135
24,7.287004280090332,7.288379049301147
25,7.202585892677307,7.513043546676636
26,7.2607985734939575,7.221643400192261
27,7.192810397148133,7.437880039215088
28,7.305198583602905,7.241650485992432
29,7.286144485473633,7.242329692840576
30,7.429858365058899,7.596211671829224
31,7.192624144554138,6.980076313018799
32,7.380321526527405,7.267864131927491
33,7.279958190917969,7.293946123123169
34,7.276029500961304,7.0719820022583
35,7.322939572334289,7.152667665481568
36,7.338011236190796,7.027422761917114
37,7.232216587066651,7.426271724700928
38,7.322549819946289,7.200280475616455
39,7.298524889945984,7.349377775192261
40,7.165996904373169,7.2835996627807615
41,7.34478946685791,7.110908126831054
42,7.2802266073226924,7.15935869216919
43,7.295342350006104,7.313476467132569
44,7.321802091598511,7.461384630203247
45,7.325420970916748,7.5496515274047855
46,7.264119524955749,7.350249814987182
47,7.335723505020142,7.654519748687744
48,7.330215163230896,7.139957475662231
49,7.303089709281921,7.097341537475586
50,7.235796475410462,7.151708602905273
51,7.248196706771851,7.2470334529876705
52,7.280405259132385,7.581439542770386
53,7.295549702644348,7.138174676895142
54,7.215953769683838,7.32754373550415
55,7.289844832420349,7.441081953048706
56,7.217219696044922,7.16686315536499
57,7.155274400711059,7.273705530166626
58,7.2730649471282955,7.347129058837891
59,7.227785062789917,7.046602869033814
60,7.298403396606445,7.216119050979614
61,7.305960941314697,7.241126441955567
62,7.295516934394836,7.416119956970215
63,7.324333434104919,7.391911315917969
64,7.342945032119751,7.2130474090576175
65,7.284502530097962,7.292705917358399
66,7.331952877044678,7.105686855316162
67,7.258819074630737,7.408794689178467
68,7.3605099964141845,7.277749681472779
69,7.2965244817733765,7.280935478210449
70,7.239250373840332,7.190223693847656
71,7.2888506984710695,7.4577538013458256
72,7.242986006736755,7.615542221069336
73,7.302044711112976,7.351849174499511
74,7.331472535133361,7.247781467437744
75,7.284107165336609,7.095396518707275
76,7.311653881072998,7.5055149555206295
77,7.343265495300293,7.475096321105957
78,7.232221274375916,7.504344129562378
79,7.2993450403213505,7.203262853622436
80,7.311082692146301,7.275113677978515
81,7.2437202501297,7.224857139587402
82,7.277787971496582,7.177498006820679
83,7.331865758895874,7.2946024417877195
84,7.2778592205047605,7.424222469329834
85,7.260521092414856,7.472338151931763
86,7.288867959976196,7.438191270828247
87,7.260558066368103,7.2175861358642575
88,7.276419444084167,7.217760992050171
89,7.255895066261291,7.106220817565918
90,7.3573790502548215,7.206369161605835
91,7.265881633758545,7.2749409675598145
92,7.267400531768799,7.59859447479248
93,7.226920976638794,6.926721572875977
94,7.294719018936157,7.358897686004639
95,7.393713130950927,7.082715368270874
96,7.307976722717285,7.180378770828247
97,7.231603617668152,7.248564529418945
98,7.302784194946289,7.2129405498504635
99,7.275408415794373,7.522288179397583
